
state,county,precincts,reporting,biden,clinton,dodd,edwards,gravel,kucinich,obama,richardson,uncommitted-d,total-d,giuliani,huckabee,hunter,keyes,mccain,paul,romney,tancredo,thompson,uncommitted-r,total-r
GA,Dooly,8,8,14,338,2,23,2,10,794,6,,1189,7,264,1,1,316,26,165,0,1,,781
GA,Dougherty,29,16,22,1652,8,89,7,9,4779,13,,6579,23,1096,6,6,1776,90,1067,3,17,,4084
GA,Douglas,25,22,14,3417,4,175,10,10,8905,15,,12550,77,4714,13,18,3339,358,3309,2,27,,11857
GA,Early,12,12,6,406,3,30,2,2,680,1,,1130,5,373,2,0,457,18,107,1,1,,964
GA,Echols,2,2,0,80,1,5,0,0,49,3,,138,0,83,0,1,66,7,54,1,4,,216
GA,Effingham,22,22,28,1974,7,172,11,14,1759,8,,3973,100,2396,6,7,3515,304,2126,4,37,,8495
GA,Elbert,12,12,6,961,3,96,2,8,901,5,,1982,11,912,2,7,659,54,328,0,11,,1984
GA,Emanuel,13,13,7,773,5,53,2,9,1000,8,,1857,7,695,1,5,900,45,298,1,9,,1961
GA,Evans,11,11,3,413,2,38,0,4,480,4,,944,6,386,0,0,420,21,185,1,2,,1021
GA,Fannin,13,13,12,1264,3,95,2,6,504,6,,1892,25,1819,4,6,1198,130,695,0,23,,3900
GA,Fayette,37,35,27,3830,4,192,5,18,7899,15,,11990,128,6346,13,32,5960,384,7306,2,53,,20224
GA,Floyd,26,14,24,2094,6,114,9,6,1702,17,,3972,29,2224,1,13,1861,210,1502,1,14,,5855
GA,Forsyth,33,29,15,3169,6,140,12,10,3260,15,,6627,124,7394,8,21,6302,508,7930,4,32,,22323
GA,Franklin,14,14,6,1093,2,79,1,4,370,8,,1563,6,1192,4,3,712,59,474,0,11,,2461
GA,Fulton,349,106,50,8905,10,150,19,34,20354,29,,29551,145,5565,9,142,11321,831,13415,5,40,,31473
GA,Gilmer,14,14,8,1366,2,86,2,7,584,7,,2062,34,1985,1,16,1234,119,873,1,30,,4293
GA,Glascock,5,5,0,138,1,15,0,1,40,2,,197,2,140,0,1,167,5,81,0,4,,400
GA,Glynn,21,21,18,1998,4,117,2,15,3547,13,,5714,54,2127,5,15,2944,216,4193,6,30,,9590
GA,Gordon,15,14,13,2269,10,139,4,6,829,14,,3284,28,2571,4,6,1532,139,1065,1,25,,5371
GA,Grady,14,14,16,791,5,93,1,12,1032,20,,1970,14,803,1,3,956,39,467,1,7,,2291
GA,Greene,9,9,12,492,4,34,1,5,1243,1,,1792,22,587,1,2,809,20,847,0,6,,2294
GA,Gwinnett,163,140,69,15939,18,613,32,70,35442,51,,52234,451,21821,38,85,16986,1751,22839,13,188,,64172
GA,Habersham,15,14,8,1017,3,67,2,9,615,6,,1727,12,2101,2,3,1131,105,1079,3,10,,4446
GA,Hall,40,37,34,3559,5,210,9,30,3729,23,,7599,129,6940,15,29,4808,535,6729,10,81,,19276
GA,Hancock,8,8,10,263,5,18,2,7,1288,9,,1602,0,104,0,0,100,11,70,0,0,,285
GA,Haralson,13,13,12,1501,7,88,5,7,454,12,,2086,18,1710,4,5,1038,87,693,0,11,,3566
GA,Harris,13,13,14,1224,7,78,1,5,1478,4,,2811,38,1208,3,7,1682,111,1615,4,23,,4691
GA,Hart,8,8,9,1332,3,87,7,4,899,10,,2351,15,1087,1,5,777,63,547,0,12,,2507
GA,Heard,10,10,4,600,5,44,1,9,316,6,,985,9,555,3,6,448,31,252,0,5,,1309
GA,Henry,39,35,25,5107,9,331,10,22,13825,23,,19352,151,7897,21,23,5045,555,6088,4,68,,19852
GA,Houston,25,20,19,2246,5,101,13,24,5092,16,,7516,35,3522,6,20,3067,319,2779,2,16,,9766
GA,Irwin,11,9,2,382,1,37,1,4,372,3,,802,2,398,2,2,353,13,147,0,9,,926

GA,Jackson,17,13,5,1191,1,62,5,8,840,8,,2120,28,2063,1,12,1498,137,1291,2,18,,5050
GA,Jasper,8,8,6,509,2,47,3,6,715,3,,1291,12,662,3,4,530,22,424,0,9,,1666
GA,Jeff Davis,10,10,7,533,3,59,2,3,387,6,,1000,6,621,3,0,365,21,174,2,9,,1201
GA,Jefferson,9,9,15,624,4,41,5,12,1598,9,,2308,5,480,1,4,573,24,159,0,9,,1255
GA,Jenkins,6,6,4,306,4,24,1,4,548,5,,896,2,309,0,2,270,13,127,1,5,,729
GA,Johnson,8,8,4,321,5,32,5,2,384,5,,758,7,437,2,1,372,19,115,1,2,,956
GA,Jones,12,12,8,1174,2,130,3,6,1988,9,,3320,38,1371,3,2,1220,101,849,3,20,,3607
GA,Lamar,7,7,8,762,5,41,4,6,1013,5,,1844,17,1062,4,3,628,83,460,2,11,,2270
GA,Lanier,4,4,4,282,3,27,0,4,297,1,,618,7,182,2,3,252,11,115,0,6,,578
GA,Laurens,21,21,19,1726,9,125,11,18,2848,17,,4773,26,2437,4,8,1723,117,780,5,17,,5117
GA,Lee,11,11,13,923,2,71,1,3,1146,2,,2161,19,1252,3,3,1660,77,990,1,8,,4013
GA,Liberty,14,7,8,700,3,46,2,12,2332,3,,3106,11,347,1,9,552,27,261,0,5,,1213
GA,Lincoln,8,8,7,409,2,26,2,4,595,6,,1051,4,426,3,1,507,28,279,0,4,,1252
GA,Long,6,6,3,298,2,25,0,2,293,4,,627,4,236,0,0,280,26,114,0,2,,662
GA,Lowndes,37,29,30,1758,5,144,8,12,4182,25,,6164,52,2014,11,10,2005,175,1969,3,26,,6265
GA,Lumpkin,16,16,15,1249,3,108,2,10,703,7,,2097,30,1551,7,7,1241,138,1084,0,31,,4089
GA,Macon,6,6,6,440,2,33,5,9,1277,5,,1777,11,206,2,1,251,11,176,1,5,,664
GA,Madison,13,13,10,1059,3,113,6,13,896,8,,2108,23,1695,7,7,1272,102,742,3,17,,3868
GA,Marion,8,8,5,366,3,19,0,5,516,3,,917,6,153,1,2,262,13,149,0,3,,589
GA,McDuffie,11,11,9,723,6,50,4,10,1485,11,,2298,32,863,4,5,974,41,562,2,20,,2503
GA,McIntosh,8,8,17,568,3,49,6,7,1198,8,,1856,18,381,1,1,602,27,447,0,9,,1486
GA,Meriwether,15,13,10,786,5,48,7,12,1367,10,,2245,13,623,2,1,668,40,411,1,6,,1765
GA,Miller,2,2,3,310,1,28,0,2,162,0,,506,1,216,0,0,263,10,85,0,1,,576
GA,Mitchell,12,12,15,789,6,57,0,5,1497,15,,2384,8,549,1,1,770,26,257,2,6,,1620
GA,Monroe,15,15,13,906,6,66,4,1,1634,9,,2639,17,1511,3,3,1092,108,988,2,14,,3738
GA,Montgomery,8,8,4,311,5,16,0,3,380,5,,724,5,404,2,2,393,12,111,0,1,,930
GA,Morgan,11,10,9,657,3,56,3,7,1212,5,,1952,25,1218,4,1,944,61,708,0,3,,2964
GA,Murray,8,8,9,1847,2,86,1,4,318,6,,2273,11,1745,5,5,809,152,456,1,14,,3198
GA,Muscogee,49,35,24,4615,8,181,6,25,11087,30,,15976,92,1796,6,13,3432,231,2997,6,41,,8614
GA,Newton,23,13,11,1525,8,98,2,10,3468,11,,5133,48,2366,8,8,1530,96,1619,0,17,,5692
GA,Oconee,14,14,4,1358,1,111,3,5,1816,4,,3302,37,2065,0,7,2151,189,2047,3,17,,6516
GA,Oglethorpe,11,11,8,585,2,36,7,4,747,1,,1390,14,771,2,7,663,45,387,0,7,,1896
GA,Paulding,29,3,2,829,4,138,1,4,835,3,,1816,47,1238,3,5,819,73,633,0,21,,2839
GA,Peach,8,7,7,659,3,42,2,4,1554,7,,2278,17,868,1,5,704,98,568,3,6,,2270
GA,Pickens,13,13,4,1419,2,96,1,6,647,12,,2187,41,1864,2,7,1561,144,1437,2,18,,5076
GA,Pierce,9,9,6,477,2,27,6,1,252,2,,773,14,1075,2,4,750,23,406,0,1,,2275
GA,Pike,9,9,6,639,1,54,4,2,607,4,,1317,20,1447,4,4,835,103,733,1,14,,3161
GA,Polk,12,9,11,1418,2,134,4,12,792,12,,2385,19,1164,2,9,894,117,460,1,13,,2679
GA,Pulaski,4,4,5,336,3,34,2,4,427,3,,814,4,375,1,1,382,20,187,0,5,,975
GA,Putnam,10,10,6,806,4,58,2,9,1138,2,,2025,26,986,10,2,955,37,687,1,11,,2715
GA,Quitman,3,3,0,109,1,11,0,3,239,3,,366,2,54,0,0,71,2,32,0,0,,161
GA,Rabun,10,10,15,963,5,172,5,7,503,13,,1683,37,1100,3,5,829,83,511,2,30,,2600
GA,Randolph,10,10,6,265,1,20,1,5,726,7,,1031,4,158,0,1,170,5,71,1,1,,411
GA,Richmond,73,62,31,4957,12,193,12,39,15695,30,,20969,76,2650,8,19,4460,396,3503,9,48,,11169
GA,Rockdale,18,11,13,1673,7,109,5,8,5146,9,,6970,45,1852,5,11,1286,131,1573,1,13,,4917
GA,Schley,2,2,1,165,0,17,0,2,155,6,,346,4,192,1,0,185,9,51,2,2,,446
GA,Screven,13,13,11,542,2,25,1,8,1137,1,,1727,11,418,1,2,667,38,250,0,4,,1391
GA,Seminole,6,6,10,416,3,49,1,3,469,7,,958,8,281,1,4,416,51,118,0,3,,882
GA,Spalding,22,22,17,2048,6,146,5,9,3572,17,,5820,53,2758,8,17,2157,367,1602,1,24,,6987
GA,Stephens,9,9,13,1185,1,181,3,8,644,2,,2037,20,1412,1,5,957,133,568,2,12,,3110
GA,Stewart,6,3,3,178,1,2,3,3,345,4,,539,3,62,0,2,103,4,37,0,2,,213
GA,Sumter,12,12,12,1001,9,137,7,13,2402,11,,3592,19,655,5,4,1019,43,571,1,7,,2324
GA,Talbot,9,9,5,314,3,11,1,7,878,4,,1223,0,161,0,0,216,13,105,0,3,,498
GA,Taliaferro,3,3,1,109,2,6,0,1,252,1,,372,0,42,0,0,37,4,44,0,1,,128
GA,Tattnall,12,12,10,614,4,31,3,5,594,7,,1268,4,647,5,3,772,51,250,1,6,,1739
GA,Taylor,7,5,5,330,4,22,0,4,555,0,,920,4,368,0,1,282,15,123,1,3,,797
GA,Telfair,7,7,5,484,5,24,2,7,551,4,,1082,2,376,0,0,266,9,114,0,1,,768
GA,Terrell,7,6,3,322,2,26,3,4,781,3,,1144,13,202,2,1,343,12,106,0,3,,682
GA,Thomas,21,21,13,1265,2,111,8,12,2437,12,,3860,22,1630,5,5,1889,91,1043,2,21,,4708
GA,Tift,13,8,1,434,2,56,0,3,644,5,,1145,1,165,0,3,457,13,134,1,5,,779
GA,Toombs,15,15,8,805,4,46,5,8,833,3,,1712,12,1136,3,5,1044,47,424,0,9,,2680
GA,Towns,5,5,3,712,3,77,1,2,310,4,,1112,17,871,0,5,660,41,443,1,6,,2044
GA,Treutlen,7,3,1,47,1,5,0,0,12,0,,66,3,66,0,0,50,4,11,0,2,,136
GA,Troup,17,17,12,2014,2,150,6,16,3552,14,,5766,73,2351,11,7,2516,198,1759,4,50,,6969
GA,Turner,4,4,5,329,4,35,1,3,425,3,,805,4,274,0,1,280,17,130,0,2,,708
GA,Twiggs,6,3,14,201,10,23,11,7,495,11,,772,7,183,8,6,139,15,51,7,8,,424
GA,Union,12,12,13,1483,10,207,4,7,740,18,,2482,38,1848,2,11,1394,127,778,3,16,,4217
GA,Upson,11,11,18,999,5,73,3,14,1540,5,,2657,21,1279,2,3,1101,72,507,1,13,,2999
GA,Walker,19,8,5,1520,5,114,1,4,493,6,,2148,16,1494,3,8,871,165,575,0,23,,3155
GA,Walton,20,16,8,1832,7,92,7,5,2217,8,,4176,77,4867,6,14,2580,162,2290,3,36,,10035
GA,Ware,13,10,8,518,2,63,1,8,873,12,,1485,21,717,1,5,575,32,389,0,11,,1751
GA,Warren,7,7,9,252,0,17,0,1,563,4,,846,2,189,0,1,194,11,126,1,3,,527
GA,Washington,9,9,26,762,8,66,5,22,1733,21,,2643,16,772,1,2,612,33,177,1,7,,1621
GA,Wayne,16,16,11,1117,8,111,1,5,721,5,,1979,13,1550,2,6,1014,60,499,5,16,,3165
GA,Webster,5,5,8,136,3,14,0,1,280,15,,457,3,92,0,0,118,3,24,0,1,,241
GA,Wheeler,3,3,2,188,3,9,0,3,254,5,,464,3,182,3,1,115,7,53,0,1,,365
GA,White,12,12,5,1042,0,103,0,9,626,6,,1791,33,1746,2,9,1237,113,1047,2,23,,4212
GA,Whitfield,24,24,20,3428,5,148,7,8,1636,12,,5264,46,3980,2,12,2452,287,1957,3,40,,8779
GA,Wilcox,7,7,8,260,2,24,1,3,287,5,,590,7,319,3,3,269,10,113,0,3,,727
GA,Wilkes,8,8,7,429,2,23,3,7,843,9,,1323,9,390,2,2,378,24,257,0,6,,1068

GA,Wilkinson,10,10,4,389,4,32,2,7,1061,4,,1503,2,532,1,7,266,34,140,0,3,,985
GA,Worth,16,16,7,797,6,71,0,2,825,10,,1718,18,847,5,2,989,27,422,1,24,,2335
ID,*,45,10,0,126,0,0,0,0,399,0,6,531,,,,,,,,,,,
ID,Ada,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
ID,Adams,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
ID,Bannock,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
ID,Bear Lake,1,1,0,13,0,0,0,0,18,0,0,31,,,,,,,,,,,
ID,Benewah,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
ID,Bingham,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
ID,Blaine,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
ID,Boise,1,1,0,14,0,0,0,0,59,0,5,78,,,,,,,,,,,
ID,Bonner,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
ID,Bonneville,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
ID,Boundary,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
ID,Butte,1,1,0,10,0,0,0,0,26,0,1,37,,,,,,,,,,,
ID,Camas,1,1,0,4,0,0,0,0,7,0,0,11,,,,,,,,,,,
ID,Canyon,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
ID,Caribou,1,1,0,6,0,0,0,0,17,0,0,23,,,,,,,,,,,
ID,Cassia,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
ID,Clark,1,1,0,0,0,0,0,0,6,0,0,6,,,,,,,,,,,
ID,Clearwater,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
ID,Custer,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
ID,Elmore,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
ID,Franklin,1,1,0,20,0,0,0,0,34,0,0,54,,,,,,,,,,,
ID,Fremont,1,1,0,13,0,0,0,0,47,0,0,60,,,,,,,,,,,
ID,Gem,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
ID,Gooding,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
ID,Idaho County,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
ID,Jefferson,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
ID,Jerome,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
ID,Kootenai,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
ID,Latah,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
ID,Lemhi,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
ID,Lewis,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
ID,Lincoln,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
ID,Madison,1,1,0,39,0,0,0,0,173,0,0,212,,,,,,,,,,,
ID,Minidoka,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
ID,Nez Perce,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
ID,Oneida,1,1,0,7,0,0,0,0,12,0,0,19,,,,,,,,,,,
ID,Owyhee,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
ID,Payette,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
ID,Power,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
ID,Shoshone,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
ID,Teton,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
ID,Twin Falls,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
ID,Valley,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
ID,Washington,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
IL,*,11574,6166,,,,,,,,,,1124938,5049,57977,,1018,174736,19112,100455,189,2887,0,361652
IL,*,11574,6256,2065,359298,579,20206,,2504,738302,1984,,1124938,,,,,,,,,,,361652
IL,Adams,80,80,10,2529,0,237,,2,3708,17,,6503,50,1534,,17,3131,254,2144,0,53,0,7184
IL,Alexander,11,10,4,550,2,113,,3,890,6,,1568,1,91,,1,111,10,108,0,1,0,323
IL,Bond,25,22,7,787,1,52,,3,781,7,,1638,5,365,,9,538,95,328,0,14,0,1354
IL,Boone,38,15,2,669,0,34,,1,844,2,,1552,21,264,,9,714,99,465,1,20,0,1593
IL,Brown,14,14,3,246,1,63,,1,311,2,,627,16,190,,3,375,31,141,0,10,0,766
IL,Bureau,50,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0
IL,Calhoun,8,4,3,272,0,27,,0,184,2,,488,0,44,,1,76,8,50,0,1,0,180
IL,Carroll,22,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0
IL,Cass,21,19,4,382,0,30,,1,528,3,,948,6,169,,4,304,15,205,1,6,0,714
IL,Champaign,117,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0
IL,Christian,30,30,25,2018,9,335,,15,3050,24,,5476,19,468,,4,885,110,628,2,19,0,2136
IL,Clark,23,23,4,913,2,137,,3,918,8,,1985,31,694,,3,955,53,413,1,18,0,2170
IL,Clay,22,17,14,649,5,143,,3,749,15,,1578,8,287,,2,376,71,233,0,10,0,987
IL,Clinton,39,37,7,1571,2,138,,5,1710,6,,3439,13,506,,7,1399,97,721,0,25,0,2768
IL,Coles,44,41,7,1556,1,116,,15,2628,8,,4331,38,937,,16,1814,172,1031,0,38,0,4049
IL,Cook,4869,3891,1453,247930,382,10875,,1936,572180,1253,,836009,2069,15157,,376,73490,8219,39840,99,805,0,140159
IL,Crawford,24,14,,,,,,,,,,2053,14,324,,1,639,36,254,0,14,0,1284
IL,Crawford,24,23,2,888,3,103,,3,1049,5,,2053,,,,,,,,,,,1284
IL,Cumberland,12,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0
IL,DeKalb,84,2,,,,,,,,,,1960,37,130,,1,382,60,257,0,20,0,887
IL,DeKalb,84,12,2,645,1,61,,12,1234,5,,1960,,,,,,,,,,,887
IL,DeWitt,23,16,1,449,1,39,,1,621,1,,1113,39,355,,5,855,69,462,1,29,0,1816
IL,Douglas,19,15,2,438,2,36,,2,795,1,,1276,24,443,,5,722,72,525,0,16,0,1808
IL,DuPage,732,79,48,8947,14,643,,69,14853,37,,24611,862,2425,,52,10600,1142,5183,18,247,0,20541
IL,Edgar,29,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0
IL,Edwards,12,8,2,254,0,37,,2,296,3,,594,10,224,,1,306,59,130,0,6,0,736
IL,Effingham,37,15,5,465,0,81,,0,716,4,,1271,13,309,,10,526,106,355,0,22,0,1343
IL,Fayette,32,7,1,196,1,16,,2,208,1,,425,3,112,,1,206,32,74,0,3,0,432
IL,Ford,22,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0
IL,Franklin,35,31,36,3370,7,587,,13,2841,47,,6901,15,823,,4,848,80,501,0,19,0,2290
IL,Fulton,57,57,10,2517,3,242,,11,3600,35,,6418,27,565,,9,1193,81,655,1,20,0,2552

IL,Gallatin,13,12,6,850,2,114,,6,648,9,,1635,0,92,,2,140,9,45,0,6,0,295
IL,Greene,24,21,0,547,0,46,,2,623,1,,1219,7,249,,1,438,62,230,0,9,0,997
IL,Grundy,42,3,0,71,0,10,,0,131,1,,213,4,17,,0,151,17,82,0,9,0,280
IL,Hamilton,16,16,13,963,3,248,,6,805,14,,2052,15,340,,4,391,55,159,0,8,0,974
IL,Hancock,35,15,4,315,0,32,,0,439,3,,793,2,291,,2,396,64,218,0,14,0,987
IL,Hardin,6,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0
IL,Henderson,13,10,1,340,0,41,,1,486,2,,871,4,138,,2,240,21,152,0,7,0,564
IL,Henry,52,6,1,241,2,32,,2,446,2,,726,10,153,,2,269,28,230,0,4,0,697
IL,Iroquois,37,22,3,419,0,31,,5,520,2,,980,29,394,,7,975,103,570,1,27,0,2107
IL,Jackson,61,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0
IL,Jasper,16,16,6,551,4,126,,2,796,12,,1497,9,413,,8,489,26,258,0,16,0,1219
IL,Jefferson,37,20,22,1858,7,421,,21,1616,29,,3974,17,556,,9,585,84,322,0,27,0,1603
IL,Jersey,25,25,5,1287,2,110,,8,1305,3,,2720,14,496,,6,806,148,530,1,19,0,2022
IL,JoDaviess,29,14,3,517,1,46,,3,1170,3,,1743,23,210,,4,784,81,590,0,14,0,1706
IL,Johnson,17,16,4,591,1,61,,2,442,4,,1105,30,668,,4,854,86,383,1,23,0,2050
IL,Kane,303,157,,,,,,,,,,25835,149,3157,,53,11004,1122,6360,7,96,0,21959
IL,Kane,303,175,33,8953,8,252,,49,16510,30,,25835,,,,,,,,,,,21959
IL,Kankakee,88,44,11,1766,3,65,,2,2749,6,,4602,25,655,,11,1423,138,915,0,13,0,3182
IL,Kendall,75,14,1,583,0,62,,10,841,4,,1501,88,430,,4,1132,133,718,2,33,0,2540
IL,Knox,61,47,16,2092,2,161,,13,3662,19,,5965,35,669,,8,1466,110,1201,1,56,0,3547
IL,Lake,481,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0
IL,LaSalle,124,93,15,4280,4,285,,9,4897,15,,9505,90,1201,,25,2983,311,1736,1,60,0,6410
IL,Lawrence,27,26,3,742,3,90,,1,685,2,,1526,19,395,,2,639,52,310,0,16,0,1433
IL,Lee,49,32,4,984,2,79,,11,1436,3,,2519,55,618,,10,1605,162,804,3,41,0,3303
IL,Livingston,52,25,1,448,1,37,,1,719,4,,1211,19,405,,6,1137,77,713,2,35,0,2396
IL,Logan,45,45,3,763,2,67,,2,1193,5,,2035,83,1040,,20,2569,180,1154,1,58,0,5109
IL,Macon,87,0,,,,,,,,,,6591,0,0,,0,0,0,0,0,0,0,0
IL,Macon,87,40,5,2406,5,241,,9,3901,24,,6591,,,,,,,,,,,0
IL,Macoupin,61,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0
IL,Madison,233,15,0,834,1,82,,3,1024,3,,1947,10,227,,7,365,57,294,2,6,0,968
IL,Marion,48,21,7,1375,3,168,,5,1550,9,,3117,18,854,,6,932,140,612,1,24,0,2589
IL,Marshall,16,3,0,75,0,1,,1,99,0,,176,2,35,,0,155,7,79,1,0,0,279
IL,Mason,22,22,14,844,1,137,,4,1393,10,,2403,19,298,,4,637,38,286,0,16,0,1300
IL,Massac,17,6,2,370,1,40,,1,260,1,,675,6,196,,9,295,32,181,0,18,0,737
IL,McDonough,31,31,6,887,1,59,,10,1952,6,,2921,25,645,,2,1511,126,562,0,46,0,2918
IL,McHenry,212,92,9,4210,1,135,,21,7277,10,,11663,90,1634,,39,5584,676,3240,2,70,0,11338
IL,McLean,115,15,1,131,1,36,,5,327,2,,503,34,74,,2,223,27,188,0,18,0,566
IL,Menard,16,16,0,425,1,25,,1,747,6,,1205,9,357,,7,928,59,541,0,16,0,1918
IL,Mercer,24,24,8,937,0,98,,2,1604,8,,2657,6,350,,3,543,62,533,1,21,0,1520
IL,Monroe,37,19,1,873,1,60,,1,964,3,,1903,7,0,,1,709,65,520,0,15,0,1317
IL,Montgomery,42,27,6,884,1,62,,3,854,5,,1815,11,374,,1,501,48,288,0,8,0,1232
IL,Morgan,40,10,0,216,2,14,,0,375,2,,609,5,100,,1,253,31,105,0,5,0,500
IL,Moultrie,16,4,1,180,1,23,,0,197,1,,403,5,54,,0,135,8,102,1,6,0,311
IL,Ogle,52,27,5,939,0,71,,9,1549,6,,2579,61,749,,16,1952,251,938,1,51,0,4019
IL,Peoria,146,32,8,1268,2,102,,4,4212,7,,5603,86,423,,11,1646,115,943,1,49,0,3277
IL,Perry,27,20,4,1212,2,131,,3,1065,5,,2422,15,436,,5,515,93,260,1,7,0,1332
IL,Piatt,16,11,1,502,1,39,,0,835,4,,1382,19,285,,4,544,75,490,1,18,0,1436
IL,Pike,33,1,14,19,12,6,,10,10,8,,79,16,24,,10,21,10,7,14,8,0,122
IL,Pope,6,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0
IL,Pulaski,11,9,2,296,1,41,,2,538,1,,881,7,222,,4,314,14,117,0,11,0,689
IL,Putnam,8,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0
IL,Randolph,37,16,4,647,0,111,,2,775,6,,1545,5,191,,3,297,49,145,0,4,0,694
IL,Richland,22,17,3,480,2,57,,1,727,3,,1273,7,570,,2,510,78,231,1,10,0,1410
IL,Rock Island,120,74,57,5133,21,458,,37,9540,84,,15330,36,990,,19,1778,218,2301,3,50,0,5395
IL,Saline,28,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0
IL,Sangamon,232,5,5,321,5,62,,11,1027,8,,1439,103,182,,4,377,55,252,0,28,0,1002
IL,Schuyler,17,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0
IL,Scott,10,10,6,228,0,31,,0,358,0,,623,7,207,,2,344,32,133,1,3,0,729
IL,Shelby,33,11,,,,,,,,,,2123,3,191,,3,243,25,150,0,5,0,621
IL,Shelby,33,24,8,892,3,132,,4,1069,15,,2123,,,,,,,,,,,621
IL,St. Clair,239,2,1,138,0,9,,2,202,0,,352,0,52,,1,85,11,64,0,0,0,213
IL,Stark,10,7,0,103,0,11,,0,198,0,,312,2,100,,1,254,14,142,0,5,0,519
IL,Stephenson,46,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0
IL,Tazewell,131,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0
IL,Union,20,1,0,40,0,4,,0,19,0,,63,0,7,,0,7,0,1,0,0,0,15
IL,Vermilion,93,33,4,994,2,83,,4,1431,6,,2524,13,432,,6,546,73,433,2,11,0,1516
IL,Wabash,16,2,1,89,0,13,,1,57,0,,161,3,46,,0,79,4,43,0,2,0,177
IL,Warren,28,28,3,686,2,51,,4,1181,6,,1933,12,512,,3,943,71,638,0,39,0,2219
IL,Washington,24,24,2,833,0,74,,8,863,3,,1783,25,435,,4,1127,56,449,1,25,0,2126
IL,Wayne,27,20,2,632,8,73,,8,616,8,,1347,22,526,,7,903,161,480,0,29,0,2132
IL,White,27,18,7,554,0,77,,3,589,2,,1232,12,244,,2,345,45,165,0,16,0,831
IL,Whiteside,60,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0
IL,Will,446,239,47,15728,10,592,,51,24086,40,,40554,205,3726,,55,11770,1253,7559,8,123,0,24708
IL,Williamson,65,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0
IL,Winnebago,223,108,12,5164,4,211,,14,7214,14,,12633,80,2453,,30,5247,897,3678,3,93,0,12485
